rainfall,slope,road_quality,visibility,traffic,historical_incidents,road_type,elevation,temperature,wind_speed,risk
0.0,1.9,3.98,8.23,0.116,0,national_highway,244.0,29.2,18.0,LOW
0.0,6.47,1.29,9.21,0.447,4,rural_hill_road,2179.1,12.8,26.6,MEDIUM
0.0,7.92,2.68,0.52,0.188,3,national_highway,1287.9,20.4,2.1,MEDIUM
2.02,12.87,2.68,8.76,0.51,0,state_highway,1528.2,14.6,10.8,MEDIUM
0.0,5.98,5.0,6.62,0.215,0,national_highway,356.2,30.9,6.1,LOW
0.0,11.35,4.7,4.91,0.534,5,state_highway,676.0,19.2,7.3,MEDIUM
0.0,15.62,3.76,1.57,0.47,4,state_highway,1245.3,18.2,14.4,MEDIUM
0.43,16.91,4.75,9.15,0.314,1,state_highway,273.2,30.0,20.3,LOW
1.05,12.33,3.23,9.24,0.132,0,state_highway,721.6,23.5,14.8,LOW
6.95,15.52,2.92,2.35,0.435,1,rural_hill_road,2095.4,7.9,33.0,HIGH
0.0,24.39,3.6,6.03,0.301,2,rural_hill_road,2194.9,18.3,13.9,MEDIUM
2.59,16.17,2.72,6.3,0.299,3,rural_hill_road,1102.7,24.4,29.3,MEDIUM
8.01,6.28,3.65,2.78,0.074,0,national_highway,1368.1,18.3,5.4,MEDIUM
0.0,3.3,4.23,8.52,0.489,0,national_highway,112.1,24.8,6.5,LOW
19.69,19.84,3.33,1.72,0.101,2,rural_hill_road,712.3,30.5,4.7,HIGH
0.07,1.92,4.18,8.05,0.052,0,national_highway,869.9,28.7,13.1,LOW
0.0,4.99,4.7,6.0,0.391,0,national_highway,84.2,29.3,14.1,LOW
5.45,16.11,2.85,4.52,0.47,1,rural_hill_road,1615.2,20.4,13.9,MEDIUM
0.0,9.35,3.38,9.66,0.5,2,state_highway,972.0,22.7,10.9,LOW
0.0,17.47,4.48,9.94,0.217,3,state_highway,843.9,19.6,21.8,MEDIUM
8.12,6.81,3.8,3.84,0.325,4,state_highway,615.9,25.2,32.8,MEDIUM
0.0,9.53,4.24,10.79,0.576,1,national_highway,91.2,27.4,10.7,LOW
2.52,3.23,4.59,4.69,0.556,1,national_highway,1110.4,19.6,17.4,LOW
0.0,11.61,3.41,9.15,0.324,4,national_highway,992.5,20.6,3.3,LOW
0.0,4.74,3.05,10.65,0.278,1,national_highway,404.2,27.6,6.2,LOW
0.0,10.72,2.84,1.84,0.079,3,state_highway,1537.4,24.1,8.2,MEDIUM
5.45,12.42,3.06,4.97,0.23,3,state_highway,1073.8,15.8,12.8,MEDIUM
0.0,10.88,4.6,8.6,0.209,4,national_highway,794.0,26.7,6.1,LOW
0.0,22.82,2.04,0.51,0.361,4,rural_hill_road,1411.2,17.0,26.9,HIGH
0.0,11.58,4.26,5.59,0.053,0,national_highway,1044.9,19.0,16.1,LOW
0.0,13.89,2.81,2.75,0.081,1,rural_hill_road,2248.1,13.6,55.4,HIGH
3.21,6.6,1.0,9.48,0.609,1,rural_hill_road,2271.1,14.3,12.8,HIGH
0.0,8.33,4.8,9.48,0.119,2,state_highway,233.2,21.3,17.2,LOW
7.15,13.98,3.93,2.81,0.333,1,state_highway,1798.6,18.2,12.6,MEDIUM
9.48,6.15,3.08,2.4,0.161,1,national_highway,844.4,27.3,8.5,MEDIUM
0.0,1.38,3.43,7.64,0.322,0,national_highway,1124.8,29.0,12.3,LOW
0.0,9.27,3.21,10.07,0.428,1,national_highway,953.7,19.3,48.9,LOW
0.0,6.68,4.65,2.45,0.17,1,national_highway,1259.6,25.0,14.2,LOW
0.0,19.32,1.67,12.0,0.593,2,rural_hill_road,1599.4,24.7,68.0,HIGH
7.83,13.07,3.01,4.65,0.515,4,rural_hill_road,1743.5,14.9,3.5,HIGH
0.0,2.15,4.85,8.69,0.394,0,national_highway,271.9,31.1,17.7,LOW
0.0,8.4,3.96,10.04,0.665,1,national_highway,1041.8,23.1,7.6,LOW
6.71,16.55,2.46,1.31,0.528,7,rural_hill_road,902.8,24.9,21.0,HIGH
9.0,2.27,2.1,4.83,0.586,1,state_highway,1635.3,19.6,2.9,MEDIUM
0.0,10.86,3.44,12.0,0.248,4,national_highway,1025.3,19.1,3.8,MEDIUM
13.29,11.78,3.11,3.88,0.388,3,state_highway,568.1,26.9,11.4,HIGH
0.0,23.85,2.72,8.84,0.455,2,rural_hill_road,818.2,20.6,8.5,MEDIUM
0.0,6.28,3.19,5.49,0.164,0,state_highway,467.2,24.6,3.4,LOW
0.0,2.64,4.32,8.26,0.173,2,national_highway,750.0,20.4,13.6,LOW
0.0,12.97,4.28,1.79,0.364,3,state_highway,1523.6,16.1,34.2,MEDIUM
0.0,11.47,4.47,7.58,0.212,0,national_highway,571.1,21.9,5.7,LOW
0.0,7.07,4.8,9.42,0.247,0,state_highway,804.0,26.3,10.4,LOW
11.96,11.17,4.0,3.52,0.138,0,national_highway,1089.8,16.8,10.7,MEDIUM
8.12,9.73,4.72,2.43,0.604,2,national_highway,1289.4,16.9,7.9,MEDIUM
6.39,1.47,4.17,3.37,0.467,2,national_highway,1094.9,23.8,13.7,LOW
12.55,0.88,3.44,3.33,0.071,0,national_highway,1348.4,19.9,23.6,MEDIUM
0.0,5.76,3.66,6.95,0.369,2,national_highway,1379.3,24.6,30.3,LOW
3.05,11.24,3.6,0.49,0.439,5,national_highway,1300.5,25.4,16.7,HIGH
5.88,8.37,3.11,2.25,0.596,0,state_highway,1241.5,17.2,4.7,MEDIUM
2.09,9.36,4.43,5.87,0.377,1,national_highway,1223.8,26.1,19.0,LOW
0.0,3.19,4.64,6.49,0.265,1,national_highway,1115.4,21.1,13.7,LOW
0.0,18.31,2.95,8.84,0.208,0,rural_hill_road,1742.4,21.7,13.3,MEDIUM
13.4,9.26,5.0,4.91,0.538,0,national_highway,510.1,23.3,10.0,MEDIUM
1.21,5.76,3.58,6.75,0.696,1,national_highway,567.6,25.2,13.9,LOW
1.16,13.85,3.71,9.87,0.063,3,state_highway,949.0,24.5,9.0,MEDIUM
0.0,1.55,4.29,12.0,0.334,0,national_highway,816.8,28.7,21.0,LOW
6.99,7.0,3.33,1.24,0.085,3,state_highway,1056.9,21.8,16.5,MEDIUM
1.46,9.14,4.6,8.03,0.583,0,national_highway,620.2,19.1,18.4,LOW
0.0,3.94,1.5,0.98,0.763,1,state_highway,1393.8,16.2,3.3,MEDIUM
6.18,10.66,3.96,3.51,0.911,1,national_highway,410.6,30.9,26.9,MEDIUM
6.58,10.93,2.04,3.46,0.433,3,rural_hill_road,702.2,33.8,41.4,HIGH
0.0,13.73,2.39,9.26,0.607,2,state_highway,631.5,30.8,25.2,MEDIUM
2.34,2.28,4.65,5.46,0.757,0,national_highway,1004.4,18.3,18.2,LOW
0.0,19.32,2.96,7.33,0.431,3,rural_hill_road,713.5,24.0,12.8,MEDIUM
15.82,23.17,2.92,2.02,0.442,4,rural_hill_road,2131.9,14.1,14.5,HIGH
0.0,2.37,3.99,8.62,0.523,0,national_highway,562.7,26.0,44.1,LOW
0.64,3.71,3.85,8.68,0.3,0,national_highway,1485.5,22.5,3.8,LOW
2.91,15.76,2.23,9.1,0.422,1,rural_hill_road,965.3,19.2,6.4,MEDIUM
0.0,11.89,3.25,7.0,0.682,2,state_highway,568.0,25.8,12.5,MEDIUM
6.71,4.33,3.06,4.59,0.716,1,state_highway,1304.6,21.7,2.6,LOW
0.0,1.38,3.55,11.67,0.597,3,national_highway,1385.9,22.0,6.6,LOW
0.0,6.0,5.0,11.11,0.433,1,national_highway,1403.0,18.2,17.0,LOW
0.0,16.33,3.24,8.2,0.494,3,state_highway,1689.1,19.2,16.1,MEDIUM
0.0,20.41,2.29,9.01,0.393,8,rural_hill_road,1447.5,19.1,6.8,HIGH
0.44,0.82,3.52,8.76,0.239,0,national_highway,1194.1,20.8,7.0,LOW
0.0,6.34,2.79,9.89,0.158,1,state_highway,1226.4,19.0,23.4,LOW
0.0,5.35,3.99,7.32,0.39,0,national_highway,744.2,22.6,7.9,LOW
7.77,11.73,1.5,3.31,0.592,0,state_highway,252.7,25.8,16.5,MEDIUM
0.0,9.82,2.85,10.13,0.122,0,state_highway,478.5,24.6,10.6,LOW
0.48,13.35,3.5,8.46,0.176,2,state_highway,508.0,26.9,6.8,LOW
0.0,16.94,2.0,9.01,0.223,2,rural_hill_road,1783.5,18.8,2.7,MEDIUM
0.0,16.5,4.05,7.38,0.369,4,state_highway,660.6,25.4,15.4,MEDIUM
0.0,3.61,3.64,7.19,0.296,1,state_highway,1608.0,18.6,16.0,LOW
0.0,11.2,3.87,8.05,0.472,2,national_highway,1128.2,21.7,9.7,LOW
0.0,8.57,2.97,10.48,0.779,0,state_highway,685.8,19.4,6.5,LOW
0.0,2.38,4.99,10.74,0.53,2,national_highway,232.5,27.0,5.1,LOW
0.1,17.55,3.94,9.54,0.333,1,state_highway,496.2,23.8,14.5,LOW
3.73,9.47,2.55,9.42,0.314,1,state_highway,1637.2,14.1,42.7,MEDIUM
1.33,6.55,3.77,7.79,0.775,1,state_highway,1331.2,17.4,3.8,LOW
0.0,20.0,3.68,7.32,0.902,0,rural_hill_road,917.9,20.6,5.0,MEDIUM
0.07,9.56,4.53,9.35,0.621,1,national_highway,678.1,28.9,3.2,LOW
0.0,10.76,3.67,6.92,0.046,1,state_highway,850.8,25.5,14.2,LOW
0.0,8.71,4.02,7.28,0.785,0,state_highway,985.8,20.2,18.4,LOW
8.54,2.21,4.19,1.6,0.56,1,national_highway,961.0,21.7,16.3,MEDIUM
0.0,4.7,1.96,8.6,0.269,2,state_highway,940.7,26.7,11.5,LOW
10.55,14.51,4.15,3.17,0.528,5,state_highway,788.3,24.0,19.3,HIGH
0.53,3.53,4.22,11.68,0.408,2,national_highway,676.5,23.9,17.6,LOW
0.0,7.87,3.96,8.7,0.154,1,national_highway,128.5,28.2,14.7,LOW
0.0,6.01,4.8,8.19,0.395,1,national_highway,1123.5,27.2,16.3,LOW
3.14,3.63,3.96,8.76,0.375,0,national_highway,1321.9,18.6,18.5,LOW
0.0,3.6,4.51,9.18,0.703,2,national_highway,745.4,24.8,17.4,LOW
0.0,10.75,4.01,8.23,0.491,1,state_highway,1259.6,18.5,17.5,LOW
4.39,10.72,2.99,5.33,0.472,2,national_highway,1021.1,16.7,19.6,MEDIUM
8.49,6.19,3.16,2.45,0.092,0,rural_hill_road,1422.8,20.6,15.5,HIGH
0.0,12.41,2.7,11.87,0.572,1,rural_hill_road,942.8,23.1,5.7,MEDIUM
2.14,3.36,3.32,7.26,0.398,1,state_highway,1009.7,20.0,11.7,LOW
9.65,14.81,1.73,3.08,0.428,5,rural_hill_road,2590.4,11.8,1.0,HIGH
8.09,7.74,3.61,3.99,0.726,2,national_highway,530.8,27.1,10.9,MEDIUM
0.0,9.03,3.79,2.96,0.288,0,state_highway,1291.5,20.0,6.4,LOW
1.35,9.19,3.9,8.04,0.173,0,national_highway,154.6,31.1,7.6,LOW
0.0,11.96,3.22,1.89,0.416,2,state_highway,1625.0,20.1,30.5,MEDIUM
13.37,13.23,4.46,4.44,0.472,2,state_highway,358.9,21.2,35.2,HIGH
2.84,6.8,3.1,8.02,0.751,0,state_highway,1346.8,21.1,12.9,MEDIUM
0.0,8.22,3.81,11.03,0.515,2,national_highway,156.8,23.7,9.5,LOW
1.27,15.8,2.57,1.48,0.617,2,rural_hill_road,1950.9,16.2,20.1,HIGH
27.45,22.99,1.98,2.12,0.455,5,rural_hill_road,1603.6,15.0,12.2,HIGH
0.0,5.33,4.13,2.29,0.183,1,national_highway,1313.3,24.6,6.6,LOW
0.0,11.45,1.57,9.2,0.295,4,rural_hill_road,1188.2,19.5,20.1,MEDIUM
0.0,15.67,3.94,9.94,0.511,1,state_highway,1008.3,25.2,6.5,LOW
0.0,4.7,3.07,8.17,0.333,0,state_highway,716.5,23.5,17.2,LOW
0.0,11.56,2.75,9.78,0.196,1,national_highway,373.9,28.6,13.1,LOW
0.0,15.23,4.38,9.02,0.562,1,state_highway,765.1,25.0,26.5,MEDIUM
6.84,8.31,3.99,2.62,0.833,0,state_highway,552.5,25.7,22.2,MEDIUM
4.38,7.26,2.53,8.06,0.596,1,state_highway,429.1,20.1,38.6,MEDIUM
3.51,9.77,3.51,9.13,0.695,0,national_highway,244.5,28.6,14.5,LOW
7.02,3.51,4.62,3.39,0.421,1,national_highway,875.3,22.8,33.5,LOW
0.0,16.23,3.4,6.42,0.253,5,state_highway,1027.0,27.6,34.9,MEDIUM
0.55,5.05,3.68,6.12,0.311,1,national_highway,1092.9,21.4,12.6,LOW
5.37,8.7,3.2,1.81,0.312,1,national_highway,536.6,31.5,6.4,MEDIUM
0.0,16.11,3.14,8.54,0.162,1,state_highway,280.3,29.4,15.0,MEDIUM
0.0,13.99,3.88,10.97,0.196,1,state_highway,1609.9,17.7,6.6,LOW
13.25,3.82,2.37,4.09,0.361,3,state_highway,1320.6,19.2,27.0,MEDIUM
0.0,1.68,3.36,5.74,0.713,1,national_highway,847.4,27.1,10.1,LOW
7.34,4.84,4.41,2.87,0.367,1,national_highway,1374.7,17.3,11.2,LOW
13.42,7.72,4.88,4.43,0.689,0,national_highway,853.2,26.3,11.0,MEDIUM
0.0,22.62,2.86,9.59,0.02,5,rural_hill_road,1885.1,24.2,20.2,HIGH
0.0,11.89,3.55,7.39,0.402,3,state_highway,1354.7,12.3,9.2,MEDIUM
0.0,11.89,3.32,2.23,0.31,2,rural_hill_road,2309.3,6.3,5.3,MEDIUM
0.0,3.39,5.0,8.24,0.727,0,national_highway,83.7,28.1,19.8,LOW
0.39,4.28,4.41,7.18,0.357,1,national_highway,784.9,23.0,9.7,LOW
11.62,16.15,2.08,3.58,0.395,6,state_highway,731.2,24.3,17.7,HIGH
0.0,12.41,2.95,8.44,0.315,5,state_highway,1618.0,19.9,20.6,MEDIUM
2.18,15.09,3.65,8.73,0.389,3,state_highway,605.4,19.0,12.9,MEDIUM
0.0,10.59,4.62,10.12,0.333,5,national_highway,1253.5,21.8,19.2,LOW
0.0,9.42,4.14,2.18,0.489,0,national_highway,1312.2,25.3,1.7,LOW
0.0,13.93,2.84,7.14,0.751,1,state_highway,439.5,28.8,6.7,MEDIUM
9.46,22.57,1.54,2.53,0.066,4,rural_hill_road,1331.1,22.0,2.4,HIGH
0.0,14.22,2.97,9.56,0.468,4,rural_hill_road,726.6,25.6,11.1,MEDIUM
0.0,4.57,4.17,8.42,0.787,2,national_highway,420.7,25.0,4.4,LOW
21.37,8.31,3.99,1.26,0.307,1,national_highway,704.4,27.6,13.9,HIGH
0.0,13.17,2.67,10.48,0.676,3,rural_hill_road,2247.0,8.6,18.3,MEDIUM
0.0,6.44,3.98,8.92,0.197,0,state_highway,1340.9,17.0,31.1,LOW
0.46,16.37,4.25,8.68,0.207,4,state_highway,224.2,23.5,4.0,MEDIUM
0.0,8.05,2.83,0.6,0.484,0,state_highway,1354.0,14.5,3.9,MEDIUM
6.07,11.21,4.28,4.72,0.5,1,national_highway,63.0,25.0,3.1,MEDIUM
3.93,2.82,5.0,5.11,0.472,1,national_highway,257.3,22.1,12.8,LOW
1.37,2.67,3.52,8.05,0.454,1,national_highway,129.9,26.8,1.9,LOW
7.57,16.78,3.85,1.6,0.274,2,state_highway,1526.2,24.4,21.1,MEDIUM
6.82,4.58,2.69,2.5,0.371,1,state_highway,1678.3,15.8,4.4,MEDIUM
0.0,2.57,2.81,10.88,0.585,0,national_highway,457.4,22.9,20.2,LOW
0.0,11.4,1.38,0.53,0.669,2,rural_hill_road,1890.1,22.4,23.6,HIGH
0.0,7.32,1.76,6.41,0.903,1,rural_hill_road,2059.6,11.9,9.2,MEDIUM
0.0,20.48,2.28,2.75,0.258,7,rural_hill_road,2205.0,9.4,11.4,HIGH
5.85,25.69,1.69,2.23,0.685,2,rural_hill_road,2054.2,18.4,2.2,HIGH
0.0,10.12,4.34,11.11,0.229,1,state_highway,599.2,18.7,6.9,LOW
0.0,13.62,4.8,4.66,0.523,1,state_highway,1101.9,22.6,19.4,MEDIUM
0.0,4.41,3.0,7.99,0.209,1,state_highway,260.7,30.3,10.7,LOW
0.0,5.06,4.58,8.31,0.342,2,national_highway,397.5,26.8,8.8,LOW
0.0,17.94,3.79,9.49,0.134,3,state_highway,1387.0,25.4,12.9,MEDIUM
0.0,2.35,4.23,10.26,0.452,3,national_highway,510.7,26.0,15.2,LOW
0.0,11.37,4.06,8.56,0.3,3,national_highway,383.1,21.7,9.2,LOW
0.0,7.91,4.46,0.9,0.468,2,national_highway,1278.2,23.4,16.5,MEDIUM
0.0,4.41,4.52,9.4,0.397,1,national_highway,1066.0,17.5,7.6,LOW
0.0,6.59,3.77,11.61,0.242,1,state_highway,1129.7,17.0,22.9,LOW
0.0,17.93,3.54,11.2,0.058,1,state_highway,1176.5,24.9,4.8,LOW
0.41,6.34,4.59,4.71,0.521,2,national_highway,480.2,27.1,1.6,LOW
4.39,2.13,2.44,11.41,0.313,2,state_highway,931.2,25.1,10.9,MEDIUM
4.23,2.37,3.68,7.02,0.825,1,national_highway,896.8,24.7,13.9,LOW
0.0,9.39,3.97,10.05,0.456,0,national_highway,544.3,32.0,19.2,LOW
0.0,4.17,3.87,10.23,0.626,2,national_highway,550.9,20.1,6.4,LOW
0.0,16.63,2.87,1.49,0.244,4,state_highway,1625.2,19.5,4.9,HIGH
1.87,2.15,4.22,2.13,0.415,2,state_highway,1552.4,21.3,34.8,LOW
0.0,2.8,2.38,1.73,0.309,1,state_highway,1599.3,16.7,23.5,LOW
0.0,20.86,3.69,1.95,0.685,2,rural_hill_road,2382.6,8.3,24.2,HIGH
3.44,23.73,2.15,7.68,0.487,0,rural_hill_road,1323.6,21.7,17.1,HIGH
0.0,3.1,4.05,12.0,0.569,0,national_highway,561.2,26.1,13.3,LOW
0.0,11.98,3.8,11.81,0.242,0,national_highway,741.9,25.1,17.1,LOW
0.0,7.47,3.67,10.33,0.714,2,national_highway,308.8,28.7,14.3,LOW
3.92,1.65,4.11,10.27,0.359,1,national_highway,658.5,25.0,10.8,LOW
4.94,11.24,3.23,6.36,0.611,0,rural_hill_road,977.7,24.6,8.9,MEDIUM
1.0,7.41,3.85,12.0,0.56,0,national_highway,608.2,24.1,27.4,LOW
5.24,3.54,2.16,2.93,0.732,1,state_highway,1677.2,16.4,25.3,MEDIUM
0.0,7.39,4.01,8.98,0.065,0,state_highway,946.6,22.2,7.4,LOW
0.0,1.72,3.05,9.12,0.355,1,national_highway,638.6,21.5,9.4,LOW
9.32,8.46,2.61,2.63,0.354,3,national_highway,821.1,24.1,1.6,MEDIUM
1.79,8.68,2.81,12.0,0.627,0,state_highway,1773.6,16.3,10.5,LOW
0.0,24.47,2.53,12.0,0.555,3,rural_hill_road,2371.7,8.4,15.0,HIGH
5.16,6.38,4.62,1.43,0.216,1,national_highway,226.6,29.8,20.8,LOW
0.0,0.71,3.65,8.11,0.095,1,national_highway,962.7,24.6,16.4,LOW
2.27,6.37,5.0,7.74,0.744,0,national_highway,1411.3,18.5,17.7,LOW
0.0,10.72,4.24,8.55,0.66,0,national_highway,289.8,30.2,17.2,LOW
20.34,6.37,4.09,0.76,0.378,0,state_highway,1047.8,29.0,20.8,HIGH
1.12,14.11,1.88,7.42,0.396,5,rural_hill_road,1375.7,17.3,12.9,MEDIUM
0.0,11.05,4.65,6.39,0.2,0,national_highway,965.2,17.4,11.8,LOW
0.0,4.67,3.42,7.19,0.562,1,national_highway,1082.1,25.1,20.3,LOW
11.97,13.8,2.64,2.14,0.555,2,state_highway,582.0,26.4,25.6,HIGH
0.0,6.5,3.35,8.74,0.683,1,national_highway,727.4,26.4,17.2,LOW
8.92,20.5,2.95,2.42,0.43,7,rural_hill_road,864.0,23.7,25.0,HIGH
0.0,7.11,3.93,8.87,0.607,1,national_highway,1426.3,19.5,11.3,LOW
0.0,5.27,3.71,6.24,0.326,0,national_highway,391.7,27.9,4.0,LOW
11.54,0.75,3.92,1.63,0.302,0,national_highway,274.7,29.0,7.9,MEDIUM
14.64,8.66,3.92,2.39,0.717,1,national_highway,1142.9,18.2,22.5,MEDIUM
0.0,16.61,2.74,12.0,0.139,2,state_highway,429.8,28.6,20.7,MEDIUM
0.0,9.89,3.05,7.9,0.488,1,state_highway,1478.9,19.9,34.2,MEDIUM
0.0,20.64,1.96,2.04,0.242,2,rural_hill_road,2043.1,19.6,36.8,HIGH
0.0,9.33,4.8,8.49,0.445,2,state_highway,1243.3,18.1,22.8,LOW
8.28,3.77,3.54,2.38,0.393,0,national_highway,161.7,22.4,22.7,MEDIUM
0.0,19.45,2.72,10.72,0.26,2,rural_hill_road,1636.5,26.0,12.7,HIGH
0.0,7.56,4.19,9.28,0.204,0,national_highway,493.0,25.9,7.1,LOW
0.0,2.37,3.06,6.56,0.545,1,state_highway,1593.1,21.8,19.4,LOW
0.0,17.77,3.37,10.88,0.452,4,rural_hill_road,797.6,22.8,29.5,MEDIUM
0.0,3.27,3.72,10.52,0.545,1,national_highway,128.2,25.9,10.0,LOW
13.17,7.24,3.32,4.12,0.102,1,state_highway,1380.9,15.7,6.0,MEDIUM
0.0,7.33,4.19,12.0,0.482,0,state_highway,1518.6,12.7,13.9,LOW
2.98,11.55,2.88,4.24,0.495,1,state_highway,381.2,26.3,7.8,MEDIUM
13.5,10.78,3.8,4.13,0.345,0,national_highway,1302.2,20.6,22.4,HIGH
7.05,3.87,3.9,3.93,0.208,0,national_highway,1274.9,19.6,14.8,LOW
0.0,14.51,2.72,9.28,0.289,3,state_highway,205.8,32.5,49.4,MEDIUM
0.0,14.82,3.86,10.97,0.509,2,state_highway,772.6,17.9,17.7,LOW
0.0,6.6,3.55,1.1,0.306,1,national_highway,1423.3,18.1,28.0,LOW
0.0,3.79,4.39,7.71,0.216,0,state_highway,800.1,26.6,2.1,LOW
18.97,3.15,3.27,1.56,0.569,0,national_highway,956.7,26.7,9.9,MEDIUM
3.22,13.79,3.07,8.73,0.61,3,state_highway,1196.9,20.9,21.3,MEDIUM
0.0,24.91,2.17,9.91,0.296,0,rural_hill_road,2208.5,14.5,27.7,MEDIUM
0.0,11.75,1.5,5.41,0.173,1,state_highway,1552.6,23.9,8.3,MEDIUM
0.0,10.39,4.15,8.97,0.029,1,national_highway,1387.5,24.6,30.6,LOW
1.09,15.14,2.02,1.4,0.127,0,rural_hill_road,2393.5,12.3,10.8,MEDIUM
0.0,4.16,4.79,10.92,0.491,0,national_highway,1265.5,22.1,32.3,LOW
0.0,1.24,2.48,7.47,0.327,1,national_highway,763.4,24.0,18.0,LOW
5.15,17.5,2.65,2.3,0.108,1,state_highway,1657.7,21.7,9.0,MEDIUM
0.0,2.28,3.47,9.97,0.599,1,state_highway,733.5,22.5,29.7,LOW
0.0,5.14,3.71,9.1,0.561,0,national_highway,1172.8,20.6,14.9,LOW
0.0,11.54,3.7,8.79,0.779,3,state_highway,220.8,31.6,12.7,MEDIUM
5.06,10.25,4.2,3.79,0.163,2,state_highway,1576.6,14.8,10.1,MEDIUM
0.0,10.04,3.31,11.31,0.42,4,national_highway,270.5,27.7,21.0,LOW
0.0,11.41,4.05,9.63,0.318,2,national_highway,1400.6,25.3,5.9,LOW
0.0,2.72,4.65,11.51,0.288,0,national_highway,231.5,26.5,8.8,LOW
25.51,4.07,5.0,2.17,0.47,1,national_highway,371.3,34.8,7.7,MEDIUM
0.0,2.63,3.04,7.16,0.323,0,state_highway,847.7,20.2,2.9,LOW
0.0,10.22,3.23,6.89,0.498,5,national_highway,1424.2,21.5,14.3,MEDIUM
0.0,3.55,2.02,7.53,0.729,2,state_highway,1026.1,22.0,11.7,MEDIUM
4.52,5.67,4.35,4.41,0.539,1,national_highway,739.5,17.9,7.8,LOW
0.0,10.8,3.36,4.98,0.349,0,national_highway,738.0,27.6,4.8,LOW
20.09,14.03,2.29,2.11,0.106,2,state_highway,951.4,22.9,15.3,HIGH
11.38,13.02,3.31,2.03,0.577,3,state_highway,1407.4,21.3,3.6,HIGH
12.64,16.3,2.17,2.91,0.474,4,rural_hill_road,1236.0,25.9,17.1,HIGH
34.83,6.51,3.38,1.84,0.265,0,state_highway,1746.7,16.8,3.0,HIGH
0.0,11.47,4.21,5.49,0.631,2,national_highway,1495.8,17.9,3.9,MEDIUM
0.0,16.09,4.8,8.79,0.503,1,state_highway,343.3,27.7,7.8,LOW
0.0,16.11,3.82,8.95,0.676,0,state_highway,1002.2,21.1,17.9,LOW
0.0,6.29,3.94,9.01,0.341,3,national_highway,379.7,28.5,17.2,LOW
6.13,13.52,3.24,2.05,0.309,4,state_highway,1303.5,22.9,21.1,MEDIUM
7.68,1.37,3.63,4.3,0.371,3,national_highway,283.0,30.8,24.3,LOW
0.0,15.68,3.59,10.09,0.618,1,state_highway,734.0,22.6,11.8,LOW
0.0,3.79,4.28,8.15,0.609,0,national_highway,1356.0,24.0,8.9,LOW
4.54,11.59,2.29,11.43,0.286,0,rural_hill_road,2264.8,13.3,15.1,HIGH
0.0,3.95,4.99,10.52,0.114,0,national_highway,342.8,22.7,17.5,LOW
0.0,4.05,4.44,7.64,0.385,4,national_highway,1053.4,18.4,7.1,LOW
6.12,9.16,3.21,2.97,0.499,0,national_highway,616.5,26.2,18.5,LOW
3.25,11.58,4.78,10.67,0.716,4,state_highway,807.7,19.9,15.8,MEDIUM
0.0,12.74,4.17,7.4,0.159,1,state_highway,1266.2,19.3,44.3,LOW
0.0,4.59,3.99,8.65,0.529,1,state_highway,1034.6,16.2,14.9,LOW
0.0,10.07,3.15,7.62,0.098,2,national_highway,1208.3,26.0,20.1,LOW
6.94,0.74,4.24,3.81,0.338,1,national_highway,296.7,23.8,23.1,LOW
7.31,0.89,3.73,2.43,0.487,2,national_highway,1495.4,19.7,17.2,MEDIUM
0.0,5.24,3.59,7.56,0.607,1,national_highway,1073.4,25.1,10.3,LOW
0.0,21.98,1.0,0.89,0.444,1,rural_hill_road,1767.2,22.9,23.2,HIGH
0.0,2.45,4.07,11.67,0.645,2,state_highway,476.1,24.5,17.2,LOW
0.74,9.21,2.64,12.0,0.499,0,state_highway,1726.1,21.5,22.1,LOW
0.0,11.32,2.77,0.87,0.587,1,national_highway,1426.6,17.5,8.9,MEDIUM
0.0,12.83,2.41,11.65,0.605,2,rural_hill_road,936.2,17.1,11.9,MEDIUM
0.0,3.68,4.57,11.59,0.259,0,national_highway,360.0,31.2,10.9,LOW
0.0,10.79,2.0,6.73,0.356,2,rural_hill_road,2233.0,10.3,14.0,MEDIUM
0.0,7.52,4.19,1.99,0.267,2,national_highway,1484.7,20.7,9.1,LOW
1.99,3.15,4.12,8.53,0.106,3,national_highway,642.2,30.7,13.4,LOW
1.79,9.06,2.7,8.86,0.052,1,rural_hill_road,1759.2,16.0,7.9,MEDIUM
0.0,3.89,4.26,10.96,0.168,0,national_highway,1031.2,18.2,14.0,LOW
3.69,1.46,5.0,12.0,0.397,1,national_highway,1142.0,25.0,11.5,LOW
0.0,8.9,4.54,8.63,0.264,0,national_highway,824.9,19.7,15.0,LOW
0.0,2.31,4.45,8.93,0.163,0,state_highway,777.7,25.9,10.2,LOW
5.9,3.58,3.94,4.26,0.211,1,national_highway,528.7,23.5,4.2,LOW
0.83,8.88,4.67,9.52,0.141,1,national_highway,1328.1,17.5,16.3,LOW
4.18,2.29,4.4,0.46,0.596,0,state_highway,1659.8,12.3,15.8,MEDIUM
0.0,5.17,3.5,7.57,0.255,3,state_highway,918.6,27.3,19.2,LOW
0.0,16.48,3.17,6.96,0.405,1,state_highway,487.3,28.3,18.4,LOW
0.99,6.05,3.87,7.85,0.54,1,national_highway,924.5,26.2,11.7,LOW
15.12,1.77,3.88,1.5,0.581,3,national_highway,1383.0,18.1,11.7,MEDIUM
0.0,7.04,5.0,7.7,0.34,0,national_highway,571.8,19.9,10.0,LOW
